run_index	condition	diag_score	baseline_size	empirical_p	empirical_p_low	empirical_p_two_sided	z_from_p	neglog10_p	perm_p_derangements_high	perm_p_derangements_low	perm_p_derangements_two_sided	z_perm_calibrated_derangements
160	control	7.0	221	0.3738738738738739	0.7522522522522522	0.7477477477477478	0.3216105535126583	0.4272748820745647	0.37027162972837024	0.7378782621217379	0.7405432594567405	0.3311340148503551
161	control	4.0	221	0.9504504504504504	0.23423423423423423	0.46846846846846846	-1.649236958506665	0.022070519152945986	0.9498320501679498	0.18113981886018113	0.36227963772036226	-1.6432273668532198
162	control	8.0	221	0.4594594594594595	0.6846846846846847	0.918918918918919	0.1017955990947049	0.33775280268872104	0.4565065434934565	0.6794443205556795	0.913013086986913	0.1092387993689593
163	control	4.0	221	0.9954954954954955	0.2972972972972973	0.5945945945945946	-2.6117120822772177	0.0019607007655279116	0.9954150045849954	0.28965071034928963	0.5793014206985793	-2.6056507597763665
164	control	6.0	221	0.4144144144144144	0.7747747747747747	0.8288288288288288	0.21620388056489545	0.3825651471050834	0.41242558757441244	0.7685262314737685	0.8248511751488249	0.2213098574338449
165	control	4.0	221	0.9864864864864865	0.4189189189189189	0.8378378378378378	-2.2111272410853284	0.005908859610520279	0.9862310137689863	0.4020985979014021	0.8041971958028042	-2.203806255579204
166	control	9.0	221	0.25675675675675674	0.7882882882882883	0.5135135135135135	0.6533766109715354	0.5904781187781473	0.25376074623925376	0.7778892221107779	0.5075214924785075	0.6627019003235232
167	control	14.0	221	0.11261261261261261	0.963963963963964	0.22522522522522523	1.2127505015980073	0.948412965778601	0.10837689162310837	0.9550420449579551	0.21675378324621675	1.2352061708600786
168	control	10.0	221	0.09009009009009009	0.9504504504504504	0.18018018018018017	1.3402004659340858	1.0453229787866576	0.08565191434808565	0.9458440541559459	0.1713038286961713	1.368026348747897
169	control	7.0	221	0.15765765765765766	0.8963963963963963	0.3153153153153153	1.0041313313244868	0.802284930100363	0.15416984583015417	0.8913571086428913	0.30833969166030833	1.0187120468673192
170	control	6.0	221	0.42792792792792794	0.8513513513513513	0.8558558558558559	0.18165197670757263	0.36862936916179084	0.4251655748344252	0.7508672491327508	0.8503311496688504	0.1886959198009031
171	control	7.0	221	0.527027027027027	0.5540540540540541	1.0	-0.06779861544123557	0.278167112704477	0.5247344752655247	0.45216154783845214	0.9043230956769043	-0.062039910182209924
172	control	7.0	221	0.25225225225225223	0.8558558558558559	0.5045045045045045	0.6674190444558503	0.5981649474444383	0.24813775186224815	0.5801464198535802	0.4962755037244963	0.6803616400355801
173	control	8.0	221	0.10810810810810811	0.9459459459459459	0.21621621621621623	1.2366522415199066	0.9661417327390326	0.10435389564610435	0.9275510724489275	0.2087077912922087	1.2571266143807964
174	control	6.0	221	0.38738738738738737	0.8603603603603603	0.7747747747747747	0.28613493575491794	0.41185452320707094	0.383993616006384	0.7914952085047915	0.767987232012768	0.295008702194273
175	control	5.0	221	0.6846846846846847	0.5180180180180181	1.0	-0.4808394206668124	0.16450938650586608	0.684007315992684	0.46148053851946147	0.9229610770389229	-0.47893430106128054
176	control	9.0	221	0.05855855855855856	0.972972972972973	0.11711711711711711	1.5669896232638032	1.232409622143802	0.054106945893054106	0.9636630363369637	0.10821389178610821	1.6062732196639204
177	control	7.0	221	0.1981981981981982	0.8603603603603603	0.3963963963963964	0.8480746535481313	0.7029002979644512	0.1945758054241946	0.8551251448748551	0.3891516108483892	0.8611569425637047
178	control	4.0	221	0.9414414414414415	0.2747747747747748	0.5495495495495496	-1.5669896232638034	0.026206688339584606	0.9408140591859409	0.2123957876042124	0.4247915752084248	-1.5616439843332475
179	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
180	control	4.0	221	0.9954954954954955	0.08108108108108109	0.16216216216216217	-2.6117120822772177	0.0019607007655279116	0.9955760044239956	0.07212692787307212	0.14425385574614424	-2.6178722943855073
181	control	6.0	221	0.5225225225225225	0.6576576576576577	1.0	-0.05648561480015194	0.28189498522372014	0.5198384801615198	0.6473603526396473	1.0	-0.049748207858534885
182	control	6.0	221	0.3108108108108108	0.8738738738738738	0.6216216216216216	0.4935533950895455	0.5075038837133833	0.30825269174730824	0.8682611317388682	0.6165053834946165	0.5008092380000204
183	control	4.0	221	0.9954954954954955	0.31981981981981983	0.6396396396396397	-2.6117120822772177	0.0019607007655279116	0.9954850045149954	0.31211868788131214	0.6242373757626243	-2.6109166103358845
184	control	7.0	221	0.21621621621621623	0.9009009009009009	0.43243243243243246	0.785036049876892	0.6651117370750514	0.21267778732221268	0.8961061038938961	0.42535557464442536	0.7971643722786487
185	control	13.0	221	0.009009009009009009	0.9954954954954955	0.018018018018018018	2.3652476466815218	2.0453229787866576	0.004524995475004525	0.9412840587159412	0.00904999095000905	2.610159902309056
186	control	6.0	221	0.5045045045045045	0.7657657657657657	1.0	-0.011291358281129772	0.29713495178045707	0.5013574986425013	0.7614502385497615	1.0	-0.0034027510466362464
187	control	4.0	221	0.990990990990991	0.5585585585585585	1.0	-2.3652476466815213	0.003930293628432402	0.990979009020991	0.5473434526565474	1.0	-2.364755411003362
188	control	4.0	221	0.9954954954954955	0.24774774774774774	0.4954954954954955	-2.6117120822772177	0.0019607007655279116	0.9954430045569954	0.23965676034323966	0.4793135206864793	-2.607748429535966
189	control	8.0	221	0.23873873873873874	0.8603603603603603	0.4774774774774775	0.7103655549160232	0.6220771048498496	0.2352947647052353	0.6647773352226648	0.4705895294104706	0.7215201798232515
190	control	10.0	221	0.05405405405405406	0.963963963963964	0.10810810810810811	1.606755068969243	1.2671717284030137	0.05004394995605004	0.8193791806208194	0.10008789991210008	1.644427638792479
191	control	4.0	221	0.990990990990991	0.42342342342342343	0.8468468468468469	-2.3652476466815213	0.003930293628432402	0.9908260091739908	0.41693858306141696	0.8338771661228339	-2.3585197858892455
192	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
193	control	5.0	221	0.6981981981981982	0.5540540540540541	1.0	-0.5192253494916858	0.15602127628034715	0.6964563035436965	0.5208194791805209	1.0	-0.5142354396255119
194	control	4.0	221	0.9954954954954955	0.38288288288288286	0.7657657657657657	-2.6117120822772177	0.0019607007655279116	0.9955740044259955	0.3754016245983754	0.7508032491967508	-2.617718054283009
195	control	5.0	221	0.7072072072072072	0.4594594594594595	0.918918918918919	-0.5452441858688841	0.15045332204140488	0.7064412935587064	0.44317555682444315	0.8863511136488863	-0.5430179946441814
196	control	5.0	221	0.7522522522522522	0.47297297297297297	0.9459459459459459	-0.6815943390528618	0.12363650330305535	0.7512172487827512	0.4613795386204614	0.9227590772409228	-0.6783252341833849
197	control	4.0	221	0.9954954954954955	0.3108108108108108	0.6216216216216216	-2.6117120822772177	0.0019607007655279116	0.9953110046889954	0.3035016964983035	0.607003392996607	-2.5979582106240473
198	control	12.0	221	0.04054054054054054	0.972972972972973	0.08108108108108109	1.7444475421409686	1.3921104650113136	0.03612196387803612	0.9637930362069638	0.07224392775607225	1.7975778707677443
199	control	4.0	221	0.9954954954954955	0.5	1.0	-2.6117120822772177	0.0019607007655279116	0.9954900045099955	0.49235050764949234	0.9847010152989847	-2.6112955256975723
200	control	4.0	221	0.9594594594594594	0.38738738738738737	0.7747747747747747	-1.7444475421409682	0.01797337101190092	0.9593460406539593	0.3798016201983798	0.7596032403967596	-1.7431471252585946
201	control	5.0	221	0.5180180180180181	0.7477477477477478	1.0	-0.04517983902747526	0.2856551340970269	0.5147494852505148	0.7387462612537388	1.0	-0.03697990345463029
202	control	4.0	221	0.9954954954954955	0.44594594594594594	0.8918918918918919	-2.6117120822772177	0.0019607007655279116	0.9953640046359954	0.4389255610744389	0.8778511221488778	-2.60185921155358
203	control	6.0	221	0.5405405405405406	0.7027027027027027	1.0	-0.10179559909470504	0.2671717284030138	0.5387944612055388	0.6243563756436243	1.0	-0.09739706229361193
204	control	6.0	221	0.6486486486486487	0.6711711711711712	1.0	-0.3816746537655627	0.18799048235538895	0.6473073526926473	0.4535055464944535	0.907011092988907	-0.37806097950374445
205	control	4.0	221	0.9819819819819819	0.2927927927927928	0.5855855855855856	-2.096520582427628	0.007896480846033815	0.982019017980982	0.27163072836927166	0.5432614567385433	-2.09735723191474
206	control	10.0	221	0.05405405405405406	0.9594594594594594	0.10810810810810811	1.606755068969243	1.2671717284030137	0.04939195060804939	0.9504060495939504	0.09878390121609879	1.6507780623438044
207	control	8.0	221	0.38738738738738737	0.7162162162162162	0.7747747747747747	0.28613493575491794	0.41185452320707094	0.38396161603838397	0.6524453475546524	0.7679232320767679	0.29509248274276656
208	control	4.0	221	0.9774774774774775	0.4144144144144144	0.8288288288288288	-2.00423357987982	0.009893240602109115	0.9774030225969774	0.40331159668840333	0.8066231933768067	-2.0028447509206133
209	control	9.0	221	0.26126126126126126	0.8513513513513513	0.5225225225225225	0.6394618524871729	0.5829249808877013	0.25833074166925835	0.8461751538248462	0.5166614833385167	0.6485001971765375
210	control	7.0	221	0.35135135135135137	0.8288288288288288	0.7027027027027027	0.3816746537655626	0.45425837176015815	0.3483266516733483	0.8145261854738145	0.6966533033466966	0.3898421097074507
211	control	6.0	221	0.7297297297297297	0.6666666666666666	1.0	-0.6119957936995944	0.13683795990800768	0.7286842713157287	0.5078114921885079	1.0	-0.6088385518340536
212	control	8.0	221	0.12162162162162163	0.9279279279279279	0.24324324324324326	1.1669186011353172	0.9149892102916513	0.11761288238711762	0.8774891225108775	0.23522576477423524	1.1870047046834393
213	control	9.0	221	0.0945945945945946	0.9414414414414415	0.1891891891891892	1.3129814789733736	1.0241336797167193	0.09064290935709064	0.8871441128558871	0.18128581871418128	1.3368064639126254
214	control	6.0	221	0.46846846846846846	0.8288288288288288	0.9369369369369369	0.07912030015842841	0.3293196351518583	0.4667035332964667	0.8191591808408192	0.9334070665929334	0.08355899943578131
215	control	4.0	221	0.990990990990991	0.481981981981982	0.963963963963964	-2.3652476466815213	0.003930293628432402	0.991011008988991	0.47101252898747104	0.9420250579749421	-2.36607129409089
216	control	4.0	221	0.9279279279279279	0.36036036036036034	0.7207207207207207	-1.460531182013231	0.03248575408148525	0.9276440723559276	0.3523076476923523	0.7046152953847046	-1.4584670342486594
217	control	10.0	221	0.07657657657657657	0.9594594594594594	0.15315315315315314	1.428482065306666	1.1159040530723647	0.07272492727507272	0.9545550454449545	0.14544985455014545	1.4557929887364514
219	control	5.0	221	0.8153153153153153	0.3783783783783784	0.7567567567567568	-0.8976552584244694	0.08867439958145412	0.8148171851828148	0.37088062911937086	0.7417612582387417	-0.895788693529768
223	control	4.0	221	0.9954954954954955	0.27927927927927926	0.5585585585585585	-2.6117120822772177	0.0019607007655279116	0.9955890044109956	0.27181772818227184	0.5436354563645437	-2.618876376138734
226	control	12.0	221	0.03153153153153153	0.9774774774774775	0.06306306306306306	1.8587466122710703	1.501254934436382	0.026955973044026957	0.9095850904149095	0.053911946088053914	1.9275433898250154
227	control	4.0	221	0.9504504504504504	0.5315315315315315	1.0	-1.649236958506665	0.022070519152945986	0.9504810495189505	0.5150854849145151	1.0	-1.6495358695052478
381	experimental_phase2	5.0	215	0.7222222222222222	0.4537037037037037	0.9074074074074074	-0.5894557978497783	0.14132915279646932	0.7205792794207205	0.17181682818317182	0.34363365636634363	-0.5845632250738103
382	experimental_phase2	5.0	215	0.7731481481481481	0.4398148148148148	0.8796296296296297	-0.7492547032247756	0.11173728000334764	0.7717962282037718	0.20974879025120974	0.4194975805024195	-0.7447753422891965
383	experimental_phase2	6.0	215	0.4166666666666667	0.8657407407407407	0.8333333333333334	0.2104283942479247	0.38021124171160603	0.41425158574841425	0.8602991397008602	0.8285031714968285	0.21662170206472123
384	experimental_phase2	4.0	215	0.9907407407407407	0.2777777777777778	0.5555555555555556	-2.3550840094933703	0.004039977801740079	0.9906170093829906	0.2653837346162654	0.5307674692325308	-2.3501473363710703
385	experimental_phase2	6.0	215	0.7546296296296297	0.5833333333333334	1.0	-0.6891311472090144	0.12226614674697309	0.7534202465797534	0.5726504273495726	1.0	-0.685292272888539
386	experimental_phase2	6.0	215	0.35648148148148145	0.8287037037037037	0.7129629629629629	0.3678796658204571	0.44796302597844906	0.35335564664435337	0.8231771768228232	0.7067112932887067	0.37627657365634876
388	experimental_phase2	13.0	215	0.027777777777777776	0.9861111111111112	0.05555555555555555	1.9145058250555573	1.5563025007672873	0.02314197685802314	0.976907023092977	0.04628395371604628	1.9927945051118325
389	experimental_phase2	4.0	215	0.9861111111111112	0.28703703703703703	0.5740740740740741	-2.200410581210034	0.006074147712193152	0.9862330137669862	0.2692807307192693	0.5385614614385386	-2.203863111955274
390	experimental_phase2	5.0	215	0.6666666666666666	0.5231481481481481	1.0	-0.43072729929545744	0.17609125905568127	0.6650893349106651	0.4932065067934932	0.9864130135869864	-0.4263932348149782
391	experimental_phase2	6.0	215	0.4722222222222222	0.8148148148148148	0.9444444444444444	0.06968492031845568	0.3258535793890133	0.4702835297164703	0.8087471912528087	0.9405670594329406	0.07455716143378244
392	experimental_phase2	10.0	215	0.16666666666666666	0.9259259259259259	0.3333333333333333	0.9674215661017012	0.7781512503836436	0.16263383736616263	0.748988251011749	0.32526767473232526	0.9836905762309502
393	experimental_phase2	5.0	215	0.8611111111111112	0.30092592592592593	0.6018518518518519	-1.0853249080767589	0.06494080693301456	0.8604931395068605	0.28825671174328826	0.5765134234865765	-1.0825375919153442
394	experimental_phase2	6.0	215	0.5416666666666666	0.6898148148148148	1.0	-0.10463345561407526	0.26626788940476925	0.5395904604095396	0.674058325941674	1.0	-0.09940201974799881
395	experimental_phase2	6.0	215	0.6944444444444444	0.5879629629629629	1.0	-0.5084880591093566	0.15836249209524966	0.6919253080746919	0.42821957178042824	0.8564391435608565	-0.5013150943515213
396	experimental_phase2	5.0	215	0.7962962962962963	0.375	0.75	-0.8284646485811346	0.09892530424338199	0.7956092043907956	0.367001632998367	0.734003265996734	-0.8260396657155785
397	experimental_phase2	5.0	215	0.7083333333333334	0.4351851851851852	0.8703703703703703	-0.5485222826980981	0.14976232033333206	0.707039292960707	0.42763257236742763	0.8552651447348553	-0.5447558983185938
398	experimental_phase2	6.0	215	0.6296296296296297	0.7453703703703703	1.0	-0.33087257172641926	0.20091484278071337	0.6285663714336286	0.7343902656097344	1.0	-0.3280587303196304
399	experimental_phase2	4.0	215	0.9814814814814815	0.46296296296296297	0.9259259259259259	-2.0853555660318293	0.00811789022217945	0.9816040183959817	0.4429245570754429	0.8858491141508859	-2.088065094320753
400	experimental_phase2	7.0	215	0.12962962962962962	0.9583333333333334	0.25925925925925924	1.1281436452787634	0.8872957198087117	0.12613187386812613	0.9437140562859437	0.25226374773625226	1.1448682263426924
401	experimental_phase2	5.0	215	0.6851851851851852	0.49074074074074076	0.9814814814814815	-0.4822482148379233	0.1641920357559735	0.6841853158146842	0.4604805395194605	0.920961079038921	-0.4794347622242199
402	experimental_phase2	6.0	215	0.6527777777777778	0.7314814814814815	1.0	-0.3928308136497295	0.185234638495551	0.6522713477286523	0.7206322793677207	1.0	-0.39145992589821477
403	experimental_phase2	6.0	215	0.4212962962962963	0.8055555555555556	0.8425925925925926	0.1985783473511099	0.3754123588298373	0.41856058143941854	0.8004231995768004	0.8371211628788371	0.20557723327665114
404	experimental_phase2	6.0	215	0.6481481481481481	0.6666666666666666	1.0	-0.38032564176363115	0.1883257154726929	0.6466783533216467	0.6601453398546602	1.0	-0.3763680524607697
405	experimental_phase2	6.0	215	0.6527777777777778	0.6898148148148148	1.0	-0.3928308136497295	0.185234638495551	0.6513243486756514	0.5108464891535108	1.0	-0.3888984042657071
406	experimental_phase2	5.0	215	0.7361111111111112	0.4583333333333333	0.9166666666666666	-0.631401894239761	0.1330566268304794	0.7352862647137353	0.4462845537154463	0.8925691074308926	-0.628880229040255
407	experimental_phase2	4.0	215	0.9490740740740741	0.5370370370370371	1.0	-1.6359414022252219	0.0226998900951766	0.9488470511529489	0.5253564746435253	1.0	-1.63377597996061
408	experimental_phase2	6.0	215	0.7685185185185185	0.5601851851851852	1.0	-0.7339766603578388	0.11434566311087582	0.7672472327527673	0.45083654916345084	0.9016730983269017	-0.729811303003106
409	experimental_phase2	3.0	215	0.9861111111111112	0.06481481481481481	0.12962962962962962	-2.200410581210034	0.006074147712193152	0.9860910139089861	0.046948953051046946	0.09389790610209389	-2.1998438987987905
410	experimental_phase2	5.0	215	0.6111111111111112	0.5648148148148148	1.0	-0.28221614706250825	0.21387981994508098	0.608965391034609	0.5530504469495531	1.0	-0.27662350033970506
411	experimental_phase2	6.0	215	0.7175925925925926	0.6435185185185185	1.0	-0.5757046751006764	0.14412205298063943	0.7173802826197174	0.6364193635806364	1.0	-0.575076685815331
412	experimental_phase2	5.0	215	0.6018518518518519	0.5787037037037037	1.0	-0.2581433244208951	0.22051039884409412	0.5999824000176	0.5675324324675676	1.0	-0.2533015480148452
413	experimental_phase2	6.0	215	0.6481481481481481	0.6574074074074074	1.0	-0.38032564176363115	0.1883257154726929	0.6468773531226468	0.5026284973715026	1.0	-0.37690353572076024
414	experimental_phase2	4.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
415	experimental_phase2	9.0	215	0.09722222222222222	0.9629629629629629	0.19444444444444445	1.2975429286165534	1.0122344564170116	0.09327990672009329	0.72994027005973	0.18655981344018657	1.320824725301379
416	experimental_phase2	4.0	215	0.9629629629629629	0.37037037037037035	0.7407407407407407	-1.7861555612610762	0.01639041618816937	0.9628780371219628	0.33022866977133025	0.6604573395426605	-1.785107228233509
417	experimental_phase2	7.0	215	0.1712962962962963	0.8888888888888888	0.3425925925925926	0.9490550927517118	0.7662520270839359	0.16727183272816729	0.8836371163628837	0.33454366545633457	0.9650022886620748
418	experimental_phase2	13.0	215	0.004629629629629629	1.0	0.009259259259259259	2.602330427657114	2.3344537511509307	9.99999000001e-07	0.9859170140829859	1.999998000002e-06	4.753424510911064
419	experimental_phase2	9.0	215	0.2222222222222222	0.8379629629629629	0.4444444444444444	0.7647096737863871	0.6532125137753437	0.21852278147721851	0.8329301670698329	0.43704556295443703	0.777191895649669
420	experimental_phase2	6.0	215	0.7129629629629629	0.5370370370370371	1.0	-0.5620615648282653	0.14693303031446786	0.7121582878417122	0.5295904704095296	1.0	-0.5597009645785768
421	experimental_phase2	6.0	215	0.5509259259259259	0.8425925925925926	1.0	-0.1280010423545018	0.2589067897584001	0.5485614514385485	0.8188391811608189	1.0	-0.12202767935635535
422	experimental_phase2	5.0	215	0.5740740740740741	0.6898148148148148	1.0	-0.1867561210637371	0.2410320659886958	0.5713644286355714	0.25996774003226	0.51993548006452	-0.1798489638100361
423	experimental_phase2	4.0	215	0.9814814814814815	0.2222222222222222	0.4444444444444444	-2.0853555660318293	0.00811789022217945	0.9813530186469813	0.19936080063919936	0.39872160127839873	-2.0825313468096627
424	experimental_phase2	6.0	215	0.7592592592592593	0.5787037037037037	1.0	-0.7039217888285135	0.11960990310323298	0.7575802424197576	0.4505255494744505	0.901051098948901	-0.698540058428008
425	experimental_phase2	10.0	215	0.037037037037037035	0.9907407407407407	0.07407407407407407	1.7861555612610769	1.4313637641589874	0.03242496757503242	0.9767060232939767	0.06484993515006485	1.8462911976970022
426	experimental_phase2	7.0	215	0.22685185185185186	0.8796296296296297	0.4537037037037037	0.7492547032247756	0.6442576711224173	0.2231747768252232	0.6604873395126605	0.4463495536504464	0.7615149486240986
427	experimental_phase2	4.0	215	0.9166666666666666	0.48148148148148145	0.9629629629629629	-1.3829941271006383	0.0377885608893998	0.9162750837249163	0.4702045297954702	0.9404090595909405	-1.380444481230589
428	experimental_phase2	4.0	215	0.9953703703703703	0.32407407407407407	0.6481481481481481	-2.602330427657113	0.002015291235325575	0.9954000045999954	0.3170996829003171	0.6341993658006342	-2.6045317073034395
429	experimental_phase2	7.0	215	0.28703703703703703	0.8194444444444444	0.5740740740740741	0.5620615648282655	0.542062061652677	0.28444671555328443	0.7896522103477897	0.5688934311065689	0.569681955178219
430	experimental_phase2	9.0	215	0.14351851851851852	0.9351851851851852	0.28703703703703703	1.064644051938388	0.8430920573166583	0.13905086094913904	0.7951752048247952	0.2781017218982781	1.0845935299235299
431	experimental_phase2	4.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
432	experimental_phase2	5.0	215	0.7731481481481481	0.41203703703703703	0.8240740740740741	-0.7492547032247756	0.11173728000334764	0.7723732276267724	0.18144681855318145	0.3628936371063629	-0.7466853006560893
433	experimental_phase2	8.0	215	0.18055555555555555	0.9212962962962963	0.3611111111111111	0.9132499266836088	0.7433891441244317	0.17737982262017737	0.8880641119358881	0.35475964524035475	0.9253966028914641
434	experimental_phase2	6.0	215	0.6111111111111112	0.7916666666666666	1.0	-0.28221614706250825	0.21387981994508098	0.6093213906786094	0.5297724702275298	1.0	-0.277550781609523
435	experimental_phase2	5.0	215	0.6898148148148148	0.5787037037037037	1.0	-0.4953255046659132	0.16126748273865688	0.6894623105376895	0.5711484288515711	1.0	-0.49432683127546234
436	experimental_phase2	10.0	215	0.19444444444444445	0.8935185185185185	0.3888888888888889	0.8616341201741723	0.7112044607530305	0.19075080924919074	0.7948752051247949	0.3815016184983815	0.8751328617544328
437	experimental_phase2	10.0	215	0.037037037037037035	0.9814814814814815	0.07407407407407407	1.7861555612610769	1.4313637641589874	0.03249396750603249	0.7578932421067579	0.06498793501206498	1.845341102129496
438	experimental_phase2	11.0	215	0.10185185185185185	0.9305555555555556	0.2037037037037037	1.2710701213098394	0.9920310703287247	0.09731890268109732	0.8002271997728002	0.19463780536219463	1.2969807644179359
439	experimental_phase2	6.0	215	0.7083333333333334	0.6018518518518519	1.0	-0.5485222826980981	0.14976232033333206	0.7071042928957071	0.44684655315344685	0.8936931063068937	-0.5449448999757178
440	experimental_phase2	6.0	215	0.5555555555555556	0.8101851851851852	1.0	-0.13971029888186212	0.255272505103306	0.553000446999553	0.5015494984505016	1.0	-0.13324565406360192
441	experimental_phase2	6.0	215	0.4861111111111111	0.8148148148148148	0.9722222222222222	0.0348213172603477	0.31326445208099285	0.48361651638348363	0.8043201956798043	0.9672330327669673	0.041078853583654845
442	experimental_phase2	6.0	215	0.625	0.6712962962962963	1.0	-0.31863936396437514	0.2041199826559248	0.6233263766736233	0.6647283352716647	1.0	-0.31422883131520896
443	experimental_phase2	6.0	215	0.5601851851851852	0.7407407407407407	1.0	-0.15143874267719604	0.2516683808344808	0.5578804421195579	0.7116032883967116	1.0	-0.14559753281199941
444	experimental_phase2	6.0	215	0.5138888888888888	0.7546296296296297	1.0	-0.03482131726034756	0.2891307723642735	0.5115784884215115	0.7441102558897441	1.0	-0.02902704215489248
445	experimental_phase2	6.0	215	0.75	0.5555555555555556	1.0	-0.6744897501960817	0.12493873660829993	0.7484152515847484	0.5395274604725395	1.0	-0.6695111087372686
446	experimental_phase2	3.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
447	experimental_phase2	8.0	215	0.19444444444444445	0.9074074074074074	0.3888888888888889	0.8616341201741723	0.7112044607530305	0.1912798087201913	0.7581732418267582	0.3825596174403826	0.8731898295355426
448	experimental_phase2	4.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
449	experimental_phase2	5.0	215	0.8703703703703703	0.3148148148148148	0.6296296296296297	-1.1281436452787634	0.06029590188725105	0.8703921296078704	0.29694070305929693	0.5938814061185939	-1.1282467132921425
450	experimental_phase2	5.0	215	0.7777777777777778	0.38425925925925924	0.7685185185185185	-0.7647096737863871	0.10914446942506803	0.7766482233517766	0.15908284091715907	0.31816568183431815	-0.7609221740860723
451	experimental_phase2	4.0	215	0.9768518518518519	0.32407407407407407	0.6481481481481481	-1.9926818479586275	0.010171295853238229	0.9766750233249767	0.3164896835103165	0.632979367020633	-1.9894645280579666
452	experimental_phase2	4.0	215	0.9629629629629629	0.4166666666666667	0.8333333333333334	-1.7861555612610762	0.01639041618816937	0.9628250371749628	0.40516059483940514	0.8103211896788103	-1.7844539844981937
453	experimental_phase2	4.0	215	0.9861111111111112	0.2222222222222222	0.4444444444444444	-2.200410581210034	0.006074147712193152	0.9862120137879862	0.20476879523120478	0.40953759046240956	-2.203266475000016
454	experimental_phase2	10.0	215	0.032407407407407406	0.9861111111111112	0.06481481481481481	1.8465332589291994	1.4893557111366742	0.027761972238027764	0.9722120277879722	0.05552394447605553	1.9147535211117315
455	experimental_phase2	6.0	215	0.6712962962962963	0.6064814814814815	1.0	-0.44349545297500625	0.17308574891595602	0.6704373295626704	0.5905334094665905	1.0	-0.4411210834487755
456	experimental_phase2	7.0	215	0.4027777777777778	0.7592592592592593	0.8055555555555556	0.24616364666135945	0.39493449853231233	0.39947560052439945	0.7304242695757305	0.7989512010487989	0.2547046803552597
457	experimental_phase2	4.0	215	0.9814814814814815	0.2916666666666667	0.5833333333333334	-2.0853555660318293	0.00811789022217945	0.9815970184029816	0.27032372967627033	0.5406474593525407	-2.0879098975856967
458	experimental_phase2	4.0	215	0.9814814814814815	0.375	0.75	-2.0853555660318293	0.00811789022217945	0.9813450186549814	0.3542936457063543	0.7085872914127086	-2.082356017685786
459	experimental_phase2	6.0	215	0.6990740740740741	0.6111111111111112	1.0	-0.5217393083883999	0.15547680385776147	0.6966053033946966	0.4608945391054609	0.9217890782109218	-0.5146617691282921
460	experimental_phase2	7.0	215	0.3055555555555556	0.8101851851851852	0.6111111111111112	0.5084880591093566	0.5149098156090621	0.3018396981603018	0.7953672046327954	0.6036793963206036	0.5191166526407565
461	experimental_phase2	5.0	215	0.7175925925925926	0.5416666666666666	1.0	-0.5757046751006764	0.14412205298063943	0.7171942828057172	0.5198324801675198	1.0	-0.5745267053775142
462	experimental_phase2	4.0	215	0.9953703703703703	0.25925925925925924	0.5185185185185185	-2.602330427657113	0.002015291235325575	0.9953740046259953	0.25145774854225145	0.5029154970845029	-2.602599708548637
463	experimental_phase2	4.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
464	experimental_phase2	5.0	215	0.6712962962962963	0.5601851851851852	1.0	-0.44349545297500625	0.17308574891595602	0.6689273310726689	0.5303584696415303	1.0	-0.43695313240183875
465	experimental_phase2	7.0	215	0.47685185185185186	0.6990740740740741	0.9537037037037037	0.05805639979465226	0.32161652644575867	0.47525552474447524	0.6878663121336879	0.9505110494889505	0.062065024745297674
466	experimental_phase2	6.0	215	0.5462962962962963	0.6759259259259259	1.0	-0.11630930996408784	0.2625717438448055	0.5443004556995443	0.44656055343944656	0.8931211068788931	-0.11127397949434772
467	experimental_phase2	4.0	215	0.9351851851851852	0.5416666666666666	1.0	-1.5155640243888735	0.02910238170430711	0.9351170648829351	0.5253274746725253	1.0	-1.5150258012950135
468	experimental_phase2	10.0	215	0.09722222222222222	0.9444444444444444	0.19444444444444445	1.2975429286165534	1.0122344564170116	0.09355690644309356	0.9391990608009392	0.18711381288618711	1.3191654296970765
469	experimental_phase2	5.0	215	0.6157407407407407	0.5462962962962963	1.0	-0.2943132895814767	0.21060211018384514	0.6139523860476139	0.5303834696165304	1.0	-0.28963533996015206
470	experimental_phase2	7.0	215	0.18518518518518517	0.9398148148148148	0.37037037037037035	0.8957798188835894	0.7323937598229685	0.1815068184931815	0.9346830653169347	0.363013636986363	0.9096376481542519
471	experimental_phase2	4.0	215	nan	nan	nan	nan	nan	nan	nan	nan	nan
472	experimental_phase2	4.0	215	0.9907407407407407	0.18055555555555555	0.3611111111111111	-2.3550840094933703	0.004039977801740079	0.9907210092789908	0.1674028325971674	0.3348056651943348	-2.354292903717152
473	experimental_phase2	6.0	215	0.7824074074074074	0.5416666666666666	1.0	-0.7803494979822506	0.10656704653725733	0.7813302186697814	0.5346094653905346	1.0	-0.7766936017108733
474	experimental_phase2	6.0	215	0.5925925925925926	0.6666666666666666	1.0	-0.2342191939146195	0.22724378150306254	0.58997141002859	0.6513413486586513	1.0	-0.22747143332768985
