run_index	condition	diag_score	baseline_size	empirical_p	empirical_p_low	empirical_p_two_sided	z_from_p	neglog10_p	perm_p_derangements_high	perm_p_derangements_low	perm_p_derangements_two_sided	z_perm_calibrated_derangements
116	control	9.0	221	0.20270270270270271	0.8423423423423423	0.40540540540540543	0.8320062700164728	0.6931404606752949	0.19894380105619894	0.8373891626108374	0.3978876021123979	0.8453998967979596
117	control	4.0	221	0.9819819819819819	0.4189189189189189	0.8378378378378378	-2.096520582427628	0.007896480846033815	0.9820620179379821	0.39811960188039813	0.7962392037607963	-2.0983304536154788
118	control	6.0	221	0.6891891891891891	0.7027027027027027	1.0	-0.4935533950895453	0.16166154363303983	0.687977312022688	0.6386563613436387	1.0	-0.49012510245688473
119	control	8.0	221	0.13963963963963963	0.9414414414414415	0.27927927927927926	1.0819397980292536	0.854991280616366	0.13492486507513493	0.9371240628759371	0.26984973015026986	1.1034086772050227
120	control	4.0	221	0.9954954954954955	0.17567567567567569	0.35135135135135137	-2.6117120822772177	0.0019607007655279116	0.9955780044219956	0.16741683258316742	0.33483366516633484	-2.618026596792361
121	control	10.0	221	0.14864864864864866	0.9054054054054054	0.2972972972972973	1.0422467418324086	0.8278390345727511	0.14418885581114418	0.8514131485868515	0.28837771162228837	1.0616872011207905
122	control	4.0	221	0.963963963963964	0.4189189189189189	0.8378378378378378	-1.7986625770167266	0.015939201101447777	0.9642060357939642	0.412026587973412	0.824053175946824	-1.8017297921514586
123	control	4.0	221	0.9459459459459459	0.33783783783783783	0.6756756756756757	-1.606755068969243	0.02413367971671936	0.9456340543659456	0.2797187202812797	0.5594374405625594	-1.6039190766176534
124	control	4.0	221	0.9774774774774775	0.46846846846846846	0.9369369369369369	-2.00423357987982	0.009893240602109115	0.9773680226319774	0.460975539024461	0.921951078048922	-2.002193218809172
125	control	6.0	221	0.6621621621621622	0.6846846846846847	1.0	-0.4183712879116543	0.1790356397024625	0.6605203394796605	0.6787983212016788	1.0	-0.4138836464448246
126	control	5.0	221	0.8198198198198198	0.34234234234234234	0.6846846846846847	-0.9146786412719052	0.08628158646556386	0.8186231813768187	0.3303056696943303	0.6606113393886606	-0.9101306024908209
127	control	9.0	221	0.0945945945945946	0.9234234234234234	0.1891891891891892	1.3129814789733736	1.0241336797167193	0.09007890992109008	0.8604311395688604	0.18015781984218016	1.3402692653231116
128	control	4.0	221	0.9369369369369369	0.23423423423423423	0.46846846846846846	-1.529558186142137	0.028289639487877088	0.9368420631579368	0.16765883234116766	0.3353176646823353	-1.5287925748887794
129	control	6.0	221	0.6036036036036037	0.7477477477477478	1.0	-0.26268576068373706	0.21924817608583094	0.6018763981236018	0.45277154722845275	0.9055430944569055	-0.25820693792087795
130	control	10.0	221	0.25225225225225223	0.8018018018018018	0.5045045045045045	0.6674190444558503	0.5981649474444383	0.24908275091724907	0.7964712035287965	0.49816550183449815	0.6773790267838556
131	control	4.0	221	0.9864864864864865	0.34234234234234234	0.6846846846846847	-2.2111272410853284	0.005908859610520279	0.9866620133379866	0.3254786745213255	0.650957349042651	-2.216226799928785
132	control	11.0	221	0.06756756756756757	0.9459459459459459	0.13513513513513514	1.4941549086209047	1.1702617153949575	0.0635929364070636	0.6293883706116293	0.1271858728141272	1.5252936423477061
133	control	6.0	221	0.5630630630630631	0.7567567567567568	1.0	-0.15873980759786757	0.24944296144258218	0.5618014381985618	0.751033248966751	1.0	-0.15553809536334232
134	control	4.0	221	0.9369369369369369	0.40540540540540543	0.8108108108108109	-1.529558186142137	0.028289639487877088	0.937075062924937	0.33973766026233976	0.6794753205246795	-1.5306744389568014
135	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
136	control	5.0	221	0.6216216216216216	0.5585585585585585	1.0	-0.3097425315385302	0.20647388804940212	0.6208663791336209	0.5464254535745464	1.0	-0.30775700232293146
137	control	6.0	221	0.38288288288288286	0.7747747747747747	0.7657657657657657	0.2979179785635167	0.41693404873634593	0.3799116200883799	0.7650782349217651	0.7598232401767598	0.3057129135480692
138	control	12.0	221	0.19369369369369369	0.8378378378378378	0.38738738738738737	0.8643650473631331	0.7128845188710521	0.19027880972119027	0.8324231675768324	0.38055761944238053	0.8768693246518661
139	control	6.0	221	0.7342342342342343	0.6711711711711712	1.0	-0.6256698215946752	0.13416537004668078	0.7334012665987334	0.6652243347756652	1.0	-0.6231324807904015
140	control	6.0	221	0.527027027027027	0.7432432432432432	1.0	-0.06779861544123557	0.278167112704477	0.5253214746785253	0.6788193211806788	1.0	-0.0635142018417724
141	control	6.0	221	0.5765765765765766	0.7747747747747747	1.0	-0.1931431668132398	0.23914300480277026	0.5742724257275743	0.7699302300697699	1.0	-0.18726208542223086
142	control	6.0	221	0.6216216216216216	0.7747747747747747	1.0	-0.3097425315385302	0.20647388804940212	0.6202673797326202	0.7686832313167686	1.0	-0.3061830981739251
143	control	2.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
144	control	2.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
145	control	10.0	221	0.04954954954954955	0.9774774774774775	0.0990990990990991	1.6492369585066662	1.3049602892924135	0.04515295484704515	0.9729240270759729	0.0903059096940903	1.6937862402920634
146	control	4.0	221	0.9819819819819819	0.3918918918918919	0.7837837837837838	-2.096520582427628	0.007896480846033815	0.9818490181509818	0.3803886196113804	0.7607772392227607	-2.093528937119694
147	control	7.0	221	0.22972972972972974	0.9099099099099099	0.4594594594594595	0.73973721941389	0.6387827983527022	0.22685577314422686	0.9049310950689049	0.4537115462884537	0.7492416889573511
148	control	8.0	221	0.23873873873873874	0.8783783783783784	0.4774774774774775	0.7103655549160232	0.6220771048498496	0.23573876426123574	0.696035303964696	0.4714775285224715	0.7200770962468183
149	control	18.0	221	0.14414414414414414	0.9414414414414415	0.2882882882882883	1.0618841348770718	0.8412029961307327	0.13987886012113987	0.7424812575187425	0.27975772024227974	1.0808637621626511
150	control	4.0	221	0.9954954954954955	0.2072072072072072	0.4144144144144144	-2.6117120822772177	0.0019607007655279116	0.9953290046709953	0.19927080072919928	0.39854160145839856	-2.5992786472561473
151	control	4.0	221	0.963963963963964	0.46846846846846846	0.9369369369369369	-1.7986625770167266	0.015939201101447777	0.9637130362869637	0.4617805382194618	0.9235610764389236	-1.7955009129799993
152	control	4.0	221	0.9864864864864865	0.40540540540540543	0.8108108108108109	-2.2111272410853284	0.005908859610520279	0.9864560135439865	0.3894336105663894	0.7788672211327788	-2.2102477467138284
153	control	8.0	221	0.13513513513513514	0.9324324324324325	0.2702702702702703	1.1024403670151646	0.8692317197309762	0.1312998687001313	0.6474583525416474	0.2625997374002626	1.1202676168218084
154	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
155	control	12.0	221	0.02252252252252252	0.9864864864864865	0.04504504504504504	2.00423357987982	1.6473829701146199	0.017861982138017863	0.9775320224679775	0.035723964276035726	2.1000554426417555
156	control	4.0	221	0.990990990990991	0.2747747747747748	0.5495495495495496	-2.3652476466815213	0.003930293628432402	0.9908380091619908	0.26243273756726243	0.5248654751345249	-2.3590055508081527
157	control	4.0	221	0.9369369369369369	0.26576576576576577	0.5315315315315315	-1.529558186142137	0.028289639487877088	0.9367630632369368	0.2576237423762576	0.5152474847525153	-1.5281557453675427
158	control	3.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
159	control	8.0	221	0.34684684684684686	0.7477477477477478	0.6936936936936937	0.39384741763566583	0.4598622492781568	0.34389365610634387	0.6556093443906557	0.6877873122126877	0.4018596602334769
