run_index	condition	diag_score	baseline_size	empirical_p	empirical_p_low	empirical_p_two_sided	z_from_p	neglog10_p	perm_p_derangements_high	perm_p_derangements_low	perm_p_derangements_two_sided	z_perm_calibrated_derangements
67	control	5.0	221	0.6081081081081081	0.5675675675675675	1.0	-0.2743914878600369	0.2160192059556325	0.6055883944116056	0.1723058276941723	0.3446116553883446	-0.2678390497056215
68	control	9.0	221	0.0945945945945946	0.9414414414414415	0.1891891891891892	1.3129814789733736	1.0241336797167193	0.09106290893709107	0.9361630638369361	0.18212581787418214	1.3342381575690758
69	control	7.0	221	0.35585585585585583	0.7477477477477478	0.7117117117117117	0.3695581856124021	0.44872588316019724	0.353007646992353	0.6878503121496878	0.706015293984706	0.37721303511666937
70	control	6.0	221	0.40540540540540543	0.8198198198198198	0.8108108108108109	0.23938016267175266	0.39211046501131375	0.4026805973194027	0.796017203982796	0.8053611946388054	0.24641474317084394
71	control	5.0	221	0.9234234234234234	0.18018018018018017	0.36036036036036034	-1.428482065306666	0.03459911339488433	0.9232970767029233	0.09916390083609916	0.19832780167219832	-1.4276040869950353
72	control	6.0	221	0.36036036036036034	0.8108108108108109	0.7207207207207207	0.3574957320533234	0.4432629874586951	0.35696664303335696	0.8058371941628059	0.7139332860667139	0.36657871696523453
73	control	8.0	221	0.26576576576576577	0.8648648648648649	0.5315315315315315	0.625669821594675	0.5755009628084944	0.26237473762526237	0.8598391401608598	0.5247494752505247	0.6360413435448868
74	control	8.0	221	0.3063063063063063	0.8918918918918919	0.6126126126126126	0.5063476573610789	0.5138440617444023	0.30313669686330313	0.7921022078977921	0.6062733937266063	0.5154001985975387
75	control	8.0	221	0.15765765765765766	0.9234234234234234	0.3153153153153153	1.0041313313244868	0.802284930100363	0.1537028462971537	0.9186430813569186	0.3074056925943074	1.020680802933742
76	control	4.0	221	0.9954954954954955	0.19369369369369369	0.38738738738738737	-2.6117120822772177	0.0019607007655279116	0.9955110044889955	0.18493081506918493	0.36986163013836987	-2.6128910777372116
77	control	4.0	221	0.9504504504504504	0.2972972972972973	0.5945945945945946	-1.649236958506665	0.022070519152945986	0.9501780498219502	0.24445575554424445	0.4889115110884889	-1.6465824491760097
78	control	7.0	221	0.3918918918918919	0.7342342342342343	0.7837837837837838	0.2743914878600369	0.4068337218320201	0.3895786104213896	0.596938403061597	0.7791572208427792	0.28041748894889645
79	control	4.0	221	0.9954954954954955	0.3153153153153153	0.6306306306306306	-2.6117120822772177	0.0019607007655279116	0.9954620045379955	0.30797669202330796	0.6159533840466159	-2.6091784109489096
80	control	6.0	221	0.5135135135135135	0.7837837837837838	1.0	-0.033879835403491765	0.28944812311416607	0.5116664883335117	0.7735312264687735	1.0	-0.029247718878873404
81	control	8.0	221	0.23873873873873874	0.8918918918918919	0.4774774774774775	0.7103655549160232	0.6220771048498496	0.23508176491823507	0.8872791127208873	0.47016352983647014	0.7222130034060725
82	control	5.0	221	0.7252252252252253	0.46396396396396394	0.9279279279279279	-0.5984352524008002	0.13952709841878888	0.7242132757867242	0.457026542973457	0.914053085946914	-0.5954040059369233
83	control	4.0	221	0.9954954954954955	0.20270270270270271	0.40540540540540543	-2.6117120822772177	0.0019607007655279116	0.9953680046319954	0.19443380556619444	0.3888676111323889	-2.6021552391477836
84	control	4.0	221	0.9954954954954955	0.2747747747747748	0.5495495495495496	-2.6117120822772177	0.0019607007655279116	0.9955500044499955	0.26671373328626674	0.5334274665725335	-2.6158720132229023
85	control	9.0	221	0.09009009009009009	0.954954954954955	0.18018018018018017	1.3402004659340858	1.0453229787866576	0.08580391419608581	0.9504180495819504	0.17160782839217162	1.3670557605396516
86	control	4.0	221	0.9954954954954955	0.22072072072072071	0.44144144144144143	-2.6117120822772177	0.0019607007655279116	0.9955750044249956	0.21186578813421186	0.4237315762684237	-2.6177951665495867
87	control	15.0	221	0.009009009009009009	1.0	0.018018018018018018	2.3652476466815218	2.0453229787866576	0.004551995448004552	0.9366990633009367	0.009103990896009105	2.6081242236232796
88	control	3.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
89	control	4.0	221	0.9324324324324325	0.30180180180180183	0.6036036036036037	-1.4941549086209052	0.030382628993720864	0.9323640676359324	0.2315077684922315	0.463015536984463	-1.4936318700191962
90	control	6.0	221	0.6936936936936937	0.6306306306306306	1.0	-0.5063476573610789	0.15883225361417555	0.6927313072686927	0.6243293756706243	1.0	-0.5036072662129758
91	control	6.0	221	0.5540540540540541	0.7027027027027027	1.0	-0.1359106806464805	0.2564478630112407	0.5514734485265514	0.6374813625186375	1.0	-0.12938489033849504
92	control	7.0	221	0.34684684684684686	0.7612612612612613	0.6936936936936937	0.39384741763566583	0.4598622492781568	0.34406165593834404	0.6512973487026513	0.6881233118766881	0.4014031754265715
93	control	6.0	221	0.527027027027027	0.8333333333333334	1.0	-0.06779861544123557	0.278167112704477	0.5240774759225241	0.8283131716868283	1.0	-0.06038996837306202
94	control	4.0	221	0.9324324324324325	0.31981981981981983	0.6396396396396397	-1.4941549086209052	0.030382628993720864	0.9319080680919319	0.26225373774626226	0.5245074754925245	-1.4901535605786322
95	control	5.0	221	0.7207207207207207	0.527027027027027	1.0	-0.584983876018925	0.14223299179471388	0.7198232801767198	0.5190604809395191	1.0	-0.5823166096273221
96	control	10.0	221	0.2072072072072072	0.9684684684684685	0.4144144144144144	0.8161498870226596	0.6835951427690645	0.2037237962762037	0.9634530365469635	0.4074475925524074	0.8283936658810226
97	control	6.0	221	0.43243243243243246	0.8378378378378378	0.8648648648648649	0.1701847241123691	0.3640817414110702	0.4299285700714299	0.8329171670828329	0.8598571401428599	0.1765560226509403
98	control	10.0	221	0.04954954954954955	0.9774774774774775	0.0990990990990991	1.6492369585066662	1.3049602892924135	0.04508895491104509	0.9685670314329685	0.09017790982209017	1.694459982218577
99	control	5.0	221	0.8468468468468469	0.3108108108108108	0.6216216216216216	-1.0230032560702353	0.07219512518695877	0.8463781536218464	0.15427284572715427	0.30854569145430855	-1.0210226815762105
100	control	6.0	221	0.6171171171171171	0.6891891891891891	1.0	-0.2979179785635167	0.20963240729423185	0.6154203845796155	0.6831493168506831	1.0	-0.29347483635236654
101	control	5.0	221	0.7837837837837838	0.5	1.0	-0.785036049876892	0.10580372616803892	0.7831282168717831	0.4929085070914929	0.9858170141829858	-0.7828017048922488
102	control	5.0	221	0.7927927927927928	0.46396396396396394	0.9279279279279279	-0.8161498870226596	0.1008403066364888	0.7923602076397923	0.25482174517825484	0.5096434903565097	-0.8146379432387646
103	control	7.0	221	0.20270270270270271	0.8783783783783784	0.40540540540540543	0.8320062700164728	0.6931404606752949	0.19877380122619878	0.8732031267968732	0.39754760245239756	0.8460092170978749
104	control	4.0	221	0.9414414414414415	0.23423423423423423	0.46846846846846846	-1.5669896232638034	0.026206688339584606	0.940910059089941	0.17131182868817132	0.34262365737634265	-1.5624590658822473
105	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
106	control	4.0	221	0.9774774774774775	0.49099099099099097	0.9819819819819819	-2.00423357987982	0.009893240602109115	0.9774060225939774	0.4657965342034658	0.9315930684069316	-2.0029006361065336
107	control	6.0	221	0.5405405405405406	0.7252252252252253	1.0	-0.10179559909470504	0.2671717284030138	0.5392004607995392	0.7186832813167187	1.0	-0.09841964191955205
108	control	6.0	221	0.581081081081081	0.7297297297297297	1.0	-0.20465991857047594	0.23576326415138973	0.5781544218455782	0.47575852424147574	0.9515170484829515	-0.19717428099939102
109	control	6.0	221	0.5630630630630631	0.8198198198198198	1.0	-0.15873980759786757	0.24944296144258218	0.5602754397245603	0.761006238993761	1.0	-0.15166759035280358
110	control	12.0	221	0.18468468468468469	0.8423423423423423	0.36936936936936937	0.8976552584244694	0.7335691177309032	0.1807758192241808	0.6788173211826788	0.3615516384483616	0.9124124493077378
111	control	6.0	221	0.4369369369369369	0.9234234234234234	0.8738738738738738	0.15873980759786757	0.3595812401843938	0.4345765654234346	0.9000180999819	0.8691531308468692	0.16473428405590432
112	control	4.0	221	0.990990990990991	0.2882882882882883	0.5765765765765766	-2.3652476466815213	0.003930293628432402	0.991058008941991	0.2765077234922765	0.553015446984553	-2.3680114562755454
113	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
114	control	6.0	221	0.46396396396396394	0.8603603603603603	0.9279279279279279	0.09045213597816885	0.33351574974546644	0.4614015385984614	0.8553321446678553	0.9228030771969228	0.0969034396785461
115	control	4.0	221	0.9684684684684685	0.35135135135135137	0.7027027027027027	-1.8587466122710703	0.013914514535033303	0.9681660318339682	0.3164956835043165	0.632991367008633	-1.854498067772458
116	control	9.0	221	0.20270270270270271	0.8423423423423423	0.40540540540540543	0.8320062700164728	0.6931404606752949	0.1994828005171995	0.8365401634598365	0.398965601034399	0.8434700645365669
117	control	4.0	221	0.9819819819819819	0.4189189189189189	0.8378378378378378	-2.096520582427628	0.007896480846033815	0.981955018044982	0.39802860197139805	0.7960572039427961	-2.0959123843830865
118	control	6.0	221	0.6891891891891891	0.7027027027027027	1.0	-0.4935533950895453	0.16166154363303983	0.6875863124136876	0.6378003621996378	1.0	-0.4890202292864824
119	control	8.0	221	0.13963963963963963	0.9414414414414415	0.27927927927927926	1.0819397980292536	0.854991280616366	0.13541686458313543	0.9365680634319365	0.27083372916627085	1.1011445987384947
120	control	4.0	221	0.9954954954954955	0.17567567567567569	0.35135135135135137	-2.6117120822772177	0.0019607007655279116	0.9954560045439954	0.16740983259016742	0.33481966518033485	-2.6087262613486346
121	control	10.0	221	0.14864864864864866	0.9054054054054054	0.2972972972972973	1.0422467418324086	0.8278390345727511	0.1443848556151444	0.8509111490888509	0.2887697112302888	1.0608244000758045
122	control	4.0	221	0.963963963963964	0.4189189189189189	0.8378378378378378	-1.7986625770167266	0.015939201101447777	0.9635570364429635	0.4122095877904122	0.8244191755808244	-1.7935443416161603
123	control	4.0	221	0.9459459459459459	0.33783783783783783	0.6756756756756757	-1.606755068969243	0.02413367971671936	0.9455190544809455	0.2798807201192799	0.5597614402385598	-1.602876644392227
124	control	4.0	221	0.9774774774774775	0.46846846846846846	0.9369369369369369	-2.00423357987982	0.009893240602109115	0.9774590225409775	0.46084553915446086	0.9216910783089217	-2.003888974059207
125	control	6.0	221	0.6621621621621622	0.6846846846846847	1.0	-0.4183712879116543	0.1790356397024625	0.6601943398056602	0.678032321967678	1.0	-0.41299357593460856
126	control	5.0	221	0.8198198198198198	0.34234234234234234	0.6846846846846847	-0.9146786412719052	0.08628158646556386	0.8187991812008188	0.3304106695893304	0.6608213391786608	-0.91079833944036
127	control	9.0	221	0.0945945945945946	0.9234234234234234	0.1891891891891892	1.3129814789733736	1.0241336797167193	0.09028490971509029	0.8599631400368599	0.18056981943018058	1.3390026216812085
128	control	4.0	221	0.9369369369369369	0.23423423423423423	0.46846846846846846	-1.529558186142137	0.028289639487877088	0.9365800634199366	0.1676038323961676	0.3352076647923352	-1.5266829337984866
129	control	6.0	221	0.6036036036036037	0.7477477477477478	1.0	-0.26268576068373706	0.21924817608583094	0.6016713983286017	0.452961547038453	0.905923094076906	-0.2576756976613674
130	control	10.0	221	0.25225225225225223	0.8018018018018018	0.5045045045045045	0.6674190444558503	0.5981649474444383	0.24925175074824926	0.795923204076796	0.4985035014964985	0.6768462635977611
131	control	4.0	221	0.9864864864864865	0.34234234234234234	0.6846846846846847	-2.2111272410853284	0.005908859610520279	0.9863380136619864	0.32563867436132565	0.6512773487226513	-2.2068581259076265
132	control	11.0	221	0.06756756756756757	0.9459459459459459	0.13513513513513514	1.4941549086209047	1.1702617153949575	0.06356993643006358	0.6291743708256292	0.12713987286012715	1.525478176182548
133	control	6.0	221	0.5630630630630631	0.7567567567567568	1.0	-0.15873980759786757	0.24944296144258218	0.5606424393575606	0.7515802484197516	1.0	-0.15259822952094762
134	control	4.0	221	0.9369369369369369	0.40540540540540543	0.8108108108108109	-1.529558186142137	0.028289639487877088	0.9367580632419368	0.3392026607973392	0.6784053215946784	-1.5281154605502416
135	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
136	control	5.0	221	0.6216216216216216	0.5585585585585585	1.0	-0.3097425315385302	0.20647388804940212	0.6197433802566198	0.5474064525935474	1.0	-0.3048068823105968
137	control	6.0	221	0.38288288288288286	0.7747747747747747	0.7657657657657657	0.2979179785635167	0.41693404873634593	0.37997362002637997	0.7644852355147644	0.7599472400527599	0.3055500720661672
138	control	12.0	221	0.19369369369369369	0.8378378378378378	0.38738738738738737	0.8643650473631331	0.7128845188710521	0.18974981025018975	0.8327201672798327	0.3794996205003795	0.8788186352077031
139	control	6.0	221	0.7342342342342343	0.6711711711711712	1.0	-0.6256698215946752	0.13416537004668078	0.7327142672857327	0.6639233360766639	1.0	-0.6210427961330458
140	control	6.0	221	0.527027027027027	0.7432432432432432	1.0	-0.06779861544123557	0.278167112704477	0.5255864744135256	0.6789193210806789	1.0	-0.06417981296287398
141	control	6.0	221	0.5765765765765766	0.7747747747747747	1.0	-0.1931431668132398	0.23914300480277026	0.5741324258675742	0.7685802314197686	1.0	-0.18690496248538638
142	control	6.0	221	0.6216216216216216	0.7747747747747747	1.0	-0.3097425315385302	0.20647388804940212	0.6205123794876205	0.7689792310207689	1.0	-0.30682675673102633
143	control	2.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
144	control	2.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
145	control	10.0	221	0.04954954954954955	0.9774774774774775	0.0990990990990991	1.6492369585066662	1.3049602892924135	0.04485395514604485	0.9731960268039732	0.0897079102920897	1.6969404990559067
146	control	4.0	221	0.9819819819819819	0.3918918918918919	0.7837837837837838	-2.096520582427628	0.007896480846033815	0.9815240184759815	0.3812026187973812	0.7624052375947624	-2.086294406437614
147	control	7.0	221	0.22972972972972974	0.9099099099099099	0.4594594594594595	0.73973721941389	0.6387827983527022	0.22673377326622673	0.9045960954039046	0.45346754653245347	0.7496466504013884
148	control	8.0	221	0.23873873873873874	0.8783783783783784	0.4774774774774775	0.7103655549160232	0.6220771048498496	0.2357027642972357	0.6963193036806963	0.4714055285944714	0.7201940471356082
149	control	18.0	221	0.14414414414414414	0.9414414414414415	0.2882882882882883	1.0618841348770718	0.8412029961307327	0.13974786025213976	0.7424752575247425	0.2794957205042795	1.0814528565959218
150	control	4.0	221	0.9954954954954955	0.2072072072072072	0.4144144144144144	-2.6117120822772177	0.0019607007655279116	0.9953960046039954	0.199023800976199	0.398047601952398	-2.604233843396746
151	control	4.0	221	0.963963963963964	0.46846846846846846	0.9369369369369369	-1.7986625770167266	0.015939201101447777	0.9638880361119639	0.46123053876946124	0.9224610775389225	-1.7977039964752024
152	control	4.0	221	0.9864864864864865	0.40540540540540543	0.8108108108108109	-2.2111272410853284	0.005908859610520279	0.9864300135699864	0.3906786093213907	0.7813572186427814	-2.2094986981571747
153	control	8.0	221	0.13513513513513514	0.9324324324324325	0.2702702702702703	1.1024403670151646	0.8692317197309762	0.13117286882713117	0.6472843527156473	0.26234573765426233	1.1208640448076868
154	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
155	control	12.0	221	0.02252252252252252	0.9864864864864865	0.04504504504504504	2.00423357987982	1.6473829701146199	0.01804998195001805	0.9772620227379772	0.0360999639000361	2.095799689760228
156	control	4.0	221	0.990990990990991	0.2747747747747748	0.5495495495495496	-2.3652476466815213	0.003930293628432402	0.9910680089319911	0.2620737379262621	0.5241474758525242	-2.3684254090374717
157	control	4.0	221	0.9369369369369369	0.26576576576576577	0.5315315315315315	-1.529558186142137	0.028289639487877088	0.9367930632069368	0.2572207427792572	0.5144414855585144	-1.5283975063673858
158	control	3.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
159	control	8.0	221	0.34684684684684686	0.7477477477477478	0.6936936936936937	0.39384741763566583	0.4598622492781568	0.34394065605934393	0.6564713435286564	0.6878813121186879	0.40173194474177454
160	control	7.0	221	0.3738738738738739	0.7522522522522522	0.7477477477477478	0.3216105535126583	0.4272748820745647	0.37123262876737123	0.7377932622067378	0.7424652575347425	0.32859046304765444
