run_index	condition	diag_score	baseline_size	empirical_p	empirical_p_low	empirical_p_two_sided	z_from_p	neglog10_p	perm_p_derangements_high	perm_p_derangements_low	perm_p_derangements_two_sided	z_perm_calibrated_derangements
161	control	4.0	221	0.9504504504504504	0.23423423423423423	0.46846846846846846	-1.649236958506665	0.022070519152945986	0.9503040496959503	0.18108481891518108	0.36216963783036216	-1.6478088587007669
162	control	8.0	221	0.4594594594594595	0.6846846846846847	0.918918918918919	0.1017955990947049	0.33775280268872104	0.4567025432974567	0.6788233211766789	0.9134050865949134	0.10874457391561201
163	control	4.0	221	0.9954954954954955	0.2972972972972973	0.5945945945945946	-2.6117120822772177	0.0019607007655279116	0.9953940046059954	0.2892887107112893	0.5785774214225786	-2.60408499804597
164	control	6.0	221	0.4144144144144144	0.7747747747747747	0.8288288288288288	0.21620388056489545	0.3825651471050834	0.4111735888264112	0.76993123006877	0.8223471776528224	0.22452710609255594
165	control	4.0	221	0.9864864864864865	0.4189189189189189	0.8378378378378378	-2.2111272410853284	0.005908859610520279	0.9865920134079866	0.4024195975804024	0.8048391951608048	-2.2141861941164587
166	control	9.0	221	0.25675675675675674	0.7882882882882883	0.5135135135135135	0.6533766109715354	0.5904781187781473	0.2531437468562531	0.7787292212707787	0.5062874937125063	0.6646295036794383
167	control	14.0	221	0.11261261261261261	0.963963963963964	0.22522522522522523	1.2127505015980073	0.948412965778601	0.10872189127810872	0.9545520454479546	0.21744378255621744	1.233353830023788
168	control	10.0	221	0.09009009009009009	0.9504504504504504	0.18018018018018017	1.3402004659340858	1.0453229787866576	0.08638591361408639	0.9456040543959456	0.17277182722817278	1.3633512818836726
169	control	7.0	221	0.15765765765765766	0.8963963963963963	0.3153153153153153	1.0041313313244868	0.802284930100363	0.1538008461991538	0.8912851087148913	0.3076016923983076	1.0202673313989306
170	control	6.0	221	0.42792792792792794	0.8513513513513513	0.8558558558558559	0.18165197670757263	0.36862936916179084	0.4257455742544257	0.7508592491407509	0.8514911485088514	0.18721616827907833
171	control	7.0	221	0.527027027027027	0.5540540540540541	1.0	-0.06779861544123557	0.278167112704477	0.524026475973524	0.4529265470734529	0.9058530941469058	-0.06026189763201246
172	control	7.0	221	0.25225225225225223	0.8558558558558559	0.5045045045045045	0.6674190444558503	0.5981649474444383	0.24825675174324827	0.58000941999058	0.49651350348649653	0.679985718986072
173	control	8.0	221	0.10810810810810811	0.9459459459459459	0.21621621621621623	1.2366522415199066	0.9661417327390326	0.10414989585010415	0.9274000725999274	0.2082997917002083	1.2582543309801193
174	control	6.0	221	0.38738738738738737	0.8603603603603603	0.7747747747747747	0.28613493575491794	0.41185452320707094	0.38434561565438435	0.7921712078287921	0.7686912313087687	0.29408725267311453
175	control	5.0	221	0.6846846846846847	0.5180180180180181	1.0	-0.4808394206668124	0.16450938650586608	0.6829283170716829	0.4616855383144617	0.9233710766289234	-0.47590316696455204
176	control	9.0	221	0.05855855855855856	0.972972972972973	0.11711711711711711	1.5669896232638032	1.232409622143802	0.05409094590905409	0.9639160360839639	0.10818189181810818	1.6064189415797534
177	control	7.0	221	0.1981981981981982	0.8603603603603603	0.3963963963963964	0.8480746535481313	0.7029002979644512	0.19484680515319486	0.8553191446808553	0.3896936103063897	0.8601731367637651
178	control	4.0	221	0.9414414414414415	0.2747747747747748	0.5495495495495496	-1.5669896232638034	0.026206688339584606	0.9411900588099412	0.21294578705421294	0.4258915741084259	-1.5648423353529766
179	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
180	control	4.0	221	0.9954954954954955	0.08108108108108109	0.16216216216216217	-2.6117120822772177	0.0019607007655279116	0.9954550045449955	0.07229392770607229	0.14458785541214458	-2.608650954908398
181	control	6.0	221	0.5225225225225225	0.6576576576576577	1.0	-0.05648561480015194	0.28189498522372014	0.5201824798175202	0.6474943525056475	1.0	-0.05061157345199708
182	control	6.0	221	0.3108108108108108	0.8738738738738738	0.6216216216216216	0.4935533950895455	0.5075038837133833	0.3075656924343076	0.868937131062869	0.6151313848686152	0.5027623249079264
183	control	4.0	221	0.9954954954954955	0.31981981981981983	0.6396396396396397	-2.6117120822772177	0.0019607007655279116	0.9953940046059954	0.3122686877313123	0.6245373754626246	-2.60408499804597
184	control	7.0	221	0.21621621621621623	0.9009009009009009	0.43243243243243246	0.785036049876892	0.6651117370750514	0.2126097873902126	0.8957431042568957	0.4252195747804252	0.7973985953883687
185	control	13.0	221	0.009009009009009009	0.9954954954954955	0.018018018018018018	2.3652476466815218	2.0453229787866576	0.004431995568004432	0.9413400586599413	0.008863991136008864	2.6172557072624776
186	control	6.0	221	0.5045045045045045	0.7657657657657657	1.0	-0.011291358281129772	0.29713495178045707	0.5034134965865034	0.7596482403517596	1.0	-0.008556471465720882
187	control	4.0	221	0.990990990990991	0.5585585585585585	1.0	-2.3652476466815213	0.003930293628432402	0.991014008985991	0.5468614531385468	1.0	-2.3661948684036735
188	control	4.0	221	0.9954954954954955	0.24774774774774774	0.4954954954954955	-2.6117120822772177	0.0019607007655279116	0.9953980046019953	0.2389197610802389	0.4778395221604778	-2.604382746466538
189	control	8.0	221	0.23873873873873874	0.8603603603603603	0.4774774774774775	0.7103655549160232	0.6220771048498496	0.23536876463123538	0.6646533353466647	0.47073752926247076	0.7212795616065533
190	control	10.0	221	0.05405405405405406	0.963963963963964	0.10810810810810811	1.606755068969243	1.2671717284030137	0.04978595021404979	0.8192751807248193	0.09957190042809957	1.646932599176195
191	control	4.0	221	0.990990990990991	0.42342342342342343	0.8468468468468469	-2.3652476466815213	0.003930293628432402	0.9908780091219909	0.4161845838154162	0.8323691676308324	-2.360628799907069
192	control	4.0	221	nan	nan	nan	nan	nan	nan	nan	nan	nan
193	control	5.0	221	0.6981981981981982	0.5540540540540541	1.0	-0.5192253494916858	0.15602127628034715	0.6971933028066972	0.5207844792155207	1.0	-0.5163451112698981
194	control	4.0	221	0.9954954954954955	0.38288288288288286	0.7657657657657657	-2.6117120822772177	0.0019607007655279116	0.9955290044709956	0.3755406244593755	0.751081248918751	-2.6142640080093855
195	control	5.0	221	0.7072072072072072	0.4594594594594595	0.918918918918919	-0.5452441858688841	0.15045332204140488	0.7058492941507059	0.4434855565144435	0.886971113028887	-0.5412991421172965
196	control	5.0	221	0.7522522522522522	0.47297297297297297	0.9459459459459459	-0.6815943390528618	0.12363650330305535	0.7502902497097503	0.4616715383284617	0.9233430766569234	-0.6754034084639614
197	control	4.0	221	0.9954954954954955	0.3108108108108108	0.6216216216216216	-2.6117120822772177	0.0019607007655279116	0.9955900044099956	0.30303969696030303	0.6060793939206061	-2.618953722655947
198	control	12.0	221	0.04054054054054054	0.972972972972973	0.08108108108108109	1.7444475421409686	1.3921104650113136	0.03597996402003598	0.964035035964964	0.07195992804007197	1.7993715422870986
199	control	4.0	221	0.9954954954954955	0.5	1.0	-2.6117120822772177	0.0019607007655279116	0.9955090044909956	0.4930845069154931	0.9861690138309862	-2.612738833553391
200	control	4.0	221	0.9594594594594594	0.38738738738738737	0.7747747747747747	-1.7444475421409682	0.01797337101190092	0.9592800407199593	0.3801566198433802	0.7603132396867603	-1.7423917498292898
201	control	5.0	221	0.5180180180180181	0.7477477477477478	1.0	-0.04517983902747526	0.2856551340970269	0.5165874834125166	0.7381112618887381	1.0	-0.04159064227039578
202	control	4.0	221	0.9954954954954955	0.44594594594594594	0.8918918918918919	-2.6117120822772177	0.0019607007655279116	0.9954660045339955	0.43907356092643907	0.8781471218528781	-2.6094801406258403
203	control	6.0	221	0.5405405405405406	0.7027027027027027	1.0	-0.10179559909470504	0.2671717284030138	0.5385074614925385	0.6241253758746241	1.0	-0.09667426578338488
204	control	6.0	221	0.6486486486486487	0.6711711711711712	1.0	-0.3816746537655627	0.18799048235538895	0.6469183530816469	0.45193654806345196	0.9038730961269039	-0.37701387484082927
205	control	4.0	221	0.9819819819819819	0.2927927927927928	0.5855855855855856	-2.096520582427628	0.007896480846033815	0.9816200183799816	0.2719017280982719	0.5438034561965438	-2.0884200186909934
206	control	10.0	221	0.05405405405405406	0.9594594594594594	0.10810810810810811	1.606755068969243	1.2671717284030137	0.05014794985205015	0.95002004997995	0.1002958997041003	1.6434207990070677
207	control	8.0	221	0.38738738738738737	0.7162162162162162	0.7747747747747747	0.28613493575491794	0.41185452320707094	0.38453461546538453	0.6514483485516515	0.7690692309307691	0.29359260016672184
208	control	4.0	221	0.9774774774774775	0.4144144144144144	0.8288288288288288	-2.00423357987982	0.009893240602109115	0.9773540226459774	0.4031035968964031	0.8062071937928063	-2.0019328437713204
209	control	9.0	221	0.26126126126126126	0.8513513513513513	0.5225225225225225	0.6394618524871729	0.5829249808877013	0.2572657427342573	0.8465351534648465	0.5145314854685146	0.6517980101797692
210	control	7.0	221	0.35135135135135137	0.8288288288288288	0.7027027027027027	0.3816746537655626	0.45425837176015815	0.34802365197634805	0.8148561851438149	0.6960473039526961	0.3906617115293802
211	control	6.0	221	0.7297297297297297	0.6666666666666666	1.0	-0.6119957936995944	0.13683795990800768	0.7288992711007289	0.5067794932205067	1.0	-0.6094873458772481
212	control	8.0	221	0.12162162162162163	0.9279279279279279	0.24324324324324326	1.1669186011353172	0.9149892102916513	0.11775988224011776	0.8773171226828773	0.2355197644802355	1.1862596794485283
213	control	9.0	221	0.0945945945945946	0.9414414414414415	0.1891891891891892	1.3129814789733736	1.0241336797167193	0.08991791008208992	0.8871441128558871	0.17983582016417984	1.3412607140602697
214	control	6.0	221	0.46846846846846846	0.8288288288288288	0.9369369369369369	0.07912030015842841	0.3293196351518583	0.46595453404546594	0.8195621804378196	0.9319090680909319	0.08544317734167417
215	control	4.0	221	0.990990990990991	0.481981981981982	0.963963963963964	-2.3652476466815213	0.003930293628432402	0.9911320088679911	0.4708005291994708	0.9416010583989416	-2.3710843637721437
216	control	4.0	221	0.9279279279279279	0.36036036036036034	0.7207207207207207	-1.460531182013231	0.03248575408148525	0.9275030724969275	0.3531566468433532	0.7063132936867064	-1.4574440140301639
217	control	10.0	221	0.07657657657657657	0.9594594594594594	0.15315315315315314	1.428482065306666	1.1159040530723647	0.07252692747307253	0.9547330452669547	0.14505385494614506	1.457226546843669
218	experimental_phase1	9.0	159	0.1375	0.90625	0.275	1.091620367434168	0.8616973018337185	0.1325178674821325	0.8299301700698299	0.265035734964265	1.114567660820728
219	control	5.0	221	0.8153153153153153	0.3783783783783784	0.7567567567567568	-0.8976552584244694	0.08867439958145412	0.8153541846458153	0.3702296297703702	0.7404592595407404	-0.897801038910284
220	experimental_phase1	6.0	159	0.48125	0.825	0.9625	0.04701659657781415	0.3176292574834429	0.4788685211314789	0.810975189024811	0.9577370422629577	0.052993555755053705
221	experimental_phase1	7.0	159	0.46875	0.7125	0.9375	0.0784124127331122	0.32905871926422475	0.4658895341104659	0.7043612956387043	0.9317790682209318	0.08560670498722586
222	experimental_phase1	9.0	159	0.11875	0.91875	0.2375	1.1812586209770397	0.9253663817030958	0.11328788671211329	0.8431391568608432	0.22657577342422658	1.209226671925709
223	control	4.0	221	0.9954954954954955	0.27927927927927926	0.5585585585585585	-2.6117120822772177	0.0019607007655279116	0.9954580045419955	0.27124872875127126	0.5424974575025425	-2.6088769186268186
224	experimental_phase1	8.0	159	0.225	0.85	0.45	0.7554150263604693	0.6478174818886375	0.22029177970822028	0.7356792643207357	0.44058355941644056	0.7712081580652191
225	experimental_phase1	5.0	159	0.7875	0.4	0.8	-0.7977768461252381	0.1037494375383619	0.7862572137427862	0.3900916099083901	0.7801832198167802	-0.7935017115382986
226	control	12.0	221	0.03153153153153153	0.9774774774774775	0.06306306306306306	1.8587466122710703	1.501254934436382	0.026834973165026834	0.9099680900319099	0.05366994633005367	1.929490919191481
227	control	4.0	221	0.9504504504504504	0.5315315315315315	1.0	-1.649236958506665	0.022070519152945986	0.9501640498359502	0.5154654845345155	1.0	-1.6464463342350986
228	experimental_phase1	5.0	159	0.75	0.40625	0.8125	-0.6744897501960817	0.12493873660829993	0.7483522516477483	0.39641360358639643	0.7928272071727929	-0.669313531676822
229	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
230	experimental_phase1	6.0	159	0.53125	0.7625	1.0	-0.0784124127331122	0.27470105694163205	0.5286764713235287	0.49656950343049655	0.9931390068609931	-0.07194326674646337
231	experimental_phase1	7.0	159	0.34375	0.75625	0.6875	0.40225006532172536	0.4637572931616809	0.3390706609293391	0.5151274848725151	0.6781413218586781	0.4150007940216702
232	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
233	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
234	experimental_phase1	6.0	159	0.7125	0.65625	1.0	-0.5607030318750833	0.14721513131945219	0.7104182895817104	0.5467854532145467	1.0	-0.5546071157273685
235	experimental_phase1	4.0	159	0.98125	0.26875	0.5375	-2.0802784525252744	0.008220330246691065	0.9811290188709811	0.24522775477224523	0.49045550954449046	-2.077646149876663
236	experimental_phase1	15.0	159	0.01875	1.0	0.0375	2.0802784525252753	1.7269987279362624	0.012547987452012547	0.9938300061699938	0.025095974904025094	2.2399221880695017
237	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
238	experimental_phase1	5.0	159	0.875	0.29375	0.5875	-1.1503493803760079	0.057991946977686754	0.874005125994874	0.16316583683416316	0.3263316736683263	-1.1455298248301078
239	experimental_phase1	6.0	159	0.63125	0.66875	1.0	-0.3351658253080253	0.19979860887328224	0.6290913709086291	0.6607263392736608	1.0	-0.329447780152513
240	experimental_phase1	5.0	159	0.8125	0.4625	0.925	-0.8871465590188761	0.090176630349088	0.8112451887548112	0.27022372977627024	0.5404474595525405	-0.8824941859175394
241	experimental_phase1	7.0	159	0.45625	0.6875	0.9125	0.1098857297659914	0.3407971225354689	0.4535735464264536	0.5977624022375978	0.9071470928529072	0.11663778640742102
242	experimental_phase1	8.0	159	0.2625	0.85625	0.525	0.6356570136975827	0.5808706922580242	0.25784674215325787	0.6974373025626974	0.5156934843065157	0.6499980451980699
243	experimental_phase1	7.0	159	0.325	0.76875	0.65	0.45376219016987945	0.48811663902112556	0.32066767933232065	0.5217374782625217	0.6413353586646413	0.46583255767318543
244	experimental_phase1	7.0	159	0.325	0.78125	0.65	0.45376219016987945	0.48811663902112556	0.3207936792063208	0.6418713581286418	0.6415873584126416	0.465480555461584
245	experimental_phase1	5.0	159	0.85625	0.33125	0.6625	-1.0636219383377197	0.06739941549951803	0.8551201448798551	0.18204281795718205	0.3640856359143641	-1.05864889496251
246	experimental_phase1	13.0	159	0.025	0.9875	0.05	1.9599639845400545	1.6020599913279623	0.018758981241018758	0.8739111260888739	0.037517962482037516	2.080082543175608
247	experimental_phase1	7.0	159	0.3875	0.74375	0.775	0.2858408748811656	0.4117282931576709	0.38354961645038355	0.6104793895206104	0.7670992329007671	0.2961713425632782
248	experimental_phase1	6.0	159	0.7125	0.59375	1.0	-0.5607030318750833	0.14721513131945219	0.7103752896247104	0.5848744151255849	1.0	-0.5544814158272862
249	experimental_phase1	6.0	159	0.68125	0.675	1.0	-0.4711970852299657	0.16669348471530113	0.6790803209196791	0.527960472039528	1.0	-0.46512861091616325
250	experimental_phase1	6.0	159	0.70625	0.6	1.0	-0.5424624043125496	0.151041539172505	0.7037422962577038	0.4336175663824336	0.8672351327648672	-0.5351944444986374
251	experimental_phase1	5.0	159	0.88125	0.35	0.7	-1.1812586209770397	0.05490087000054489	0.8803181196818803	0.22715977284022715	0.4543195456804543	-1.1765785568579763
252	experimental_phase1	4.0	159	0.98125	0.50625	1.0	-2.0802784525252744	0.008220330246691065	0.9811350188649811	0.485031514968485	0.97006302993697	-2.0777763586392024
253	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
254	experimental_phase1	6.0	159	0.69375	0.625	1.0	-0.5065081069291113	0.15879700386926734	0.6917043082956917	0.49084750915249087	0.9816950183049817	-0.5006870559674785
255	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
256	experimental_phase1	6.0	159	0.74375	0.625	1.0	-0.654949917100686	0.12857302126339398	0.7428282571717428	0.49136350863649136	0.9827270172729827	-0.65208942496263
257	experimental_phase1	4.0	159	0.98125	0.40625	0.8125	-2.0802784525252744	0.008220330246691065	0.980994019005981	0.3966276033723966	0.7932552067447932	-2.0747257227633185
258	experimental_phase1	6.0	159	0.51875	0.75625	1.0	-0.04701659657781429	0.28504189027985083	0.5151494848505151	0.7229592770407229	1.0	-0.03798325834739998
259	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
260	experimental_phase1	16.0	159	0.01875	1.0	0.0375	2.0802784525252753	1.7269987279362624	0.012503987496012505	0.8551221448778551	0.02500797499202501	2.241279515535769
261	experimental_phase1	8.0	159	0.1625	0.91875	0.325	0.984234960446325	0.7891466346851068	0.15756184243815757	0.9112740887259113	0.31512368487631515	1.004529031991677
262	experimental_phase1	7.0	159	0.21875	0.875	0.4375	0.7764217611479277	0.6600519383056491	0.21452178547821452	0.6733183266816734	0.42904357095642903	0.790829366091312
263	experimental_phase1	5.0	159	0.775	0.3625	0.725	-0.7554150263604693	0.1106982974936897	0.7745322254677746	0.351036648963351	0.702073297926702	-0.753856240570338
264	experimental_phase1	10.0	159	0.08125	0.9625	0.1625	1.3967126453904508	1.090176630349088	0.07515692484307515	0.8116891883108117	0.1503138496861503	1.4384237790326626
265	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
266	experimental_phase1	6.0	159	0.73125	0.61875	1.0	-0.6165978697170301	0.13593412090976315	0.7290762709237291	0.6097833902166098	1.0	-0.6100216619448565
267	experimental_phase1	6.0	159	0.6875	0.7125	1.0	-0.4887764111146695	0.16272729749769974	0.685976314023686	0.5665164334835665	1.0	-0.48447701624850886
268	experimental_phase1	9.0	159	0.08125	0.95	0.1625	1.3967126453904508	1.090176630349088	0.0753009246990753	0.9435960564039436	0.1506018493981506	1.437408871824844
269	experimental_phase1	6.0	159	0.69375	0.58125	1.0	-0.5065081069291113	0.15879700386926734	0.692052307947692	0.4708645291354709	0.9417290582709418	-0.5016760927561114
270	experimental_phase1	10.0	159	0.175	0.9	0.35	0.9345892910734802	0.7569619513137056	0.16988783011216987	0.7417142582857417	0.33977566022433975	0.9546086123655204
271	experimental_phase1	10.0	159	0.11875	0.925	0.2375	1.1812586209770397	0.9253663817030958	0.11272388727611272	0.7984972015027985	0.22544777455222545	1.212168793183775
272	experimental_phase1	5.0	159	0.8375	0.325	0.65	-0.984234960446325	0.07701518429111714	0.8365891634108366	0.15705184294815705	0.3141036858963141	-0.9805358686412832
273	experimental_phase1	5.0	159	0.71875	0.49375	0.9875	-0.579132162255556	0.1434221423023131	0.7166592833407167	0.47794352205647794	0.9558870441129559	-0.5729457399388256
274	experimental_phase1	12.0	159	0.06875	0.95	0.1375	1.4851654569026769	1.1627272974976997	0.06283393716606284	0.9434480565519434	0.12566787433212567	1.5314108900501926
275	experimental_phase1	6.0	159	0.65625	0.73125	1.0	-0.40225006532172536	0.1829306835859867	0.6545633454366545	0.5657494342505658	1.0	-0.39767019657744085
276	experimental_phase1	8.0	159	0.33125	0.875	0.6625	0.4364641560081164	0.47984411305513575	0.327032672967327	0.7610962389037611	0.654065345934654	0.4481217304396799
277	experimental_phase1	4.0	159	0.9875	0.125	0.25	-2.241402727604947	0.005462895701502137	0.9873430126569873	0.1066078933921066	0.2132157867842132	-2.236577379994877
278	experimental_phase1	5.0	159	0.93125	0.2375	0.475	-1.4851654569026769	0.03093371424365073	0.9308350691649309	0.16335783664216336	0.3267156732843267	-1.482039212063475
279	experimental_phase1	6.0	159	0.59375	0.7125	1.0	-0.23720210932878769	0.226396377367077	0.5911404088595912	0.4974605025394975	0.994921005078995	-0.23047951168821662
280	experimental_phase1	6.0	159	0.43125	0.84375	0.8625	0.17319265100642342	0.36527089191866946	0.4273315726684273	0.8361601638398362	0.8546631453368546	0.18317189559055166
281	experimental_phase1	5.0	159	0.88125	0.24375	0.4875	-1.1812586209770397	0.05490087000054489	0.8804151195848804	0.11953888046111955	0.2390777609222391	-1.1770645055109745
282	experimental_phase1	7.0	159	0.15625	0.925	0.3125	1.009990169249582	0.8061799739838872	0.15131984868015133	0.9183070816929183	0.30263969736030266	1.0307891713952857
283	experimental_phase1	9.0	159	0.1	0.925	0.2	1.2815515655446004	1.0	0.09403990596009404	0.7041262958737041	0.18807981192018808	1.3162808022483137
284	experimental_phase1	7.0	159	0.375	0.8125	0.75	0.31863936396437514	0.42596873227228116	0.37143862856137144	0.7987842012157987	0.7428772571227429	0.3280455043202621
285	experimental_phase1	4.0	159	0.975	0.40625	0.8125	-1.959963984540054	0.010995384301463193	0.974955025044975	0.37733862266137735	0.7546772453227547	-1.9591950389794648
286	experimental_phase1	7.0	159	0.4	0.74375	0.8	0.2533471031357997	0.3979400086720376	0.39678460321539677	0.5851134148865851	0.7935692064307935	0.26167864419756126
287	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
288	experimental_phase1	4.0	159	0.99375	0.2375	0.475	-2.497705474412374	0.0027228583354732883	0.9937360062639937	0.22505977494022505	0.4501195498804501	-2.496912473594356
289	experimental_phase1	5.0	159	0.85	0.3625	0.725	-1.0364333894937894	0.07058107428570727	0.848966151033849	0.2079107920892079	0.4158215841784158	-1.0320094342888229
290	experimental_phase1	7.0	159	0.30625	0.8	0.6125	0.5065081069291113	0.5139239026274111	0.3021876978123022	0.5978834021165979	0.6043753956246044	0.5181187834343268
291	experimental_phase1	8.0	159	0.28125	0.89375	0.5625	0.579132162255556	0.5509074688805811	0.27683972316027683	0.7227472772527227	0.5536794463205537	0.5922555947212768
292	experimental_phase1	5.0	159	0.8125	0.3875	0.775	-0.8871465590188761	0.090176630349088	0.8112471887528112	0.19531980468019533	0.39063960936039066	-0.8825015859617388
293	experimental_phase1	14.0	159	0.025	0.9875	0.05	1.9599639845400545	1.6020599913279623	0.018883981116018883	0.8491611508388491	0.037767962232037766	2.077364151671732
294	experimental_phase1	4.0	159	0.975	0.24375	0.4875	-1.959963984540054	0.010995384301463193	0.9746790253209747	0.21375478624521377	0.42750957249042754	-1.954501400857113
295	experimental_phase1	10.0	159	0.1	0.95625	0.2	1.2815515655446004	1.0	0.09397890602109397	0.9498410501589498	0.18795781204218795	1.3166445091598713
296	experimental_phase1	7.0	159	0.5	0.6375	1.0	0.0	0.3010299956639812	0.49646050353949644	0.51004048995951	0.9929210070789929	0.008872318306386386
297	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
298	experimental_phase1	6.0	159	0.66875	0.69375	1.0	-0.4364641560081162	0.17473620497071518	0.6660863339136661	0.6858893141106859	1.0	-0.4291317713297367
299	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
300	experimental_phase1	8.0	159	0.21875	0.9	0.4375	0.7764217611479277	0.6600519383056491	0.21432178567821433	0.892990107009893	0.42864357135642867	0.7915149230513583
301	experimental_phase1	7.0	159	0.4375	0.70625	0.875	0.1573106846101707	0.359021942641668	0.4339085660914339	0.6097873902126097	0.8678171321828678	0.16643182282364566
302	experimental_phase1	8.0	159	0.25	0.8875	0.5	0.6744897501960817	0.6020599913279624	0.2447827552172448	0.6424353575646424	0.4895655104344896	0.691000048713174
303	experimental_phase1	7.0	159	0.30625	0.8	0.6125	0.5065081069291113	0.5139239026274111	0.301994698005302	0.6790833209166791	0.603989396010604	0.5186721356172734
304	experimental_phase1	5.0	159	0.9375	0.24375	0.4875	-1.5341205443525463	0.02802872360024354	0.9370770629229371	0.17584582415417585	0.3516916483083517	-1.5306906157745397
305	experimental_phase1	6.0	159	0.8375	0.4875	0.975	-0.984234960446325	0.07701518429111714	0.8369151630848369	0.40884259115740884	0.8176851823148177	-0.9818582755414785
306	experimental_phase1	6.0	159	0.65	0.6375	1.0	-0.38532046640756773	0.1870866433571444	0.6483843516156483	0.6157333842666157	1.0	-0.3809622007132905
307	experimental_phase1	9.0	159	0.0875	0.95625	0.175	1.356311745335247	1.0579919469776868	0.08173991826008174	0.7351362648637352	0.16347983652016349	1.3934629658401738
308	experimental_phase1	6.0	159	0.68125	0.71875	1.0	-0.4711970852299657	0.16669348471530113	0.6795713204286796	0.5216874783125217	1.0	-0.46650040306234397
309	experimental_phase1	9.0	159	0.1125	0.925	0.225	1.213339622488518	0.9488474775526187	0.10657689342310658	0.761024238975761	0.21315378684621317	1.24494005234639
310	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
311	experimental_phase1	10.0	159	0.0875	0.95625	0.175	1.356311745335247	1.0579919469776868	0.08217091782908217	0.8864411135588864	0.16434183565816435	1.3906162182659285
312	experimental_phase1	6.0	159	0.7	0.6	1.0	-0.5244005127080407	0.1549019599857432	0.6971883028116972	0.44712055287944713	0.8942411057588943	-0.5163307909731273
313	experimental_phase1	8.0	159	0.21875	0.88125	0.4375	0.7764217611479277	0.6600519383056491	0.21373178626821374	0.8682501317498682	0.42746357253642747	0.7935394873983982
314	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
315	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
316	experimental_phase1	8.0	159	0.25625	0.86875	0.5125	0.654949917100686	0.5913361259361893	0.25143274856725145	0.7295182704817296	0.5028654971345029	0.6699879102374042
317	experimental_phase1	5.0	159	0.81875	0.375	0.75	-0.9106117068724701	0.08684868700016053	0.8174601825398174	0.1884068115931884	0.3768136231863768	-0.9057283843750964
318	experimental_phase1	6.0	159	0.7875	0.55625	1.0	-0.7977768461252381	0.1037494375383619	0.7860892139107861	0.45983354016645983	0.9196670803329197	-0.7929249117628656
319	experimental_phase1	5.0	159	0.74375	0.44375	0.8875	-0.654949917100686	0.12857302126339398	0.7427582572417427	0.4336815663184337	0.8673631326368674	-0.6518724086911871
320	experimental_phase1	12.0	159	0.0375	0.96875	0.075	1.7804643416920258	1.4259687322722812	0.031523968476031526	0.8621051378948621	0.06304793695206305	1.8588532868021677
321	experimental_phase1	7.0	159	0.41875	0.65625	0.8375	0.20509231571520853	0.37804517995509834	0.4144895855104145	0.5353804646195354	0.828979171020829	0.21601100281977373
322	experimental_phase1	11.0	159	0.04375	0.975	0.0875	1.7087352578229016	1.359021942641668	0.0377979622020378	0.8487981512018488	0.0755959244040756	1.7768317616537213
323	experimental_phase1	4.0	159	0.96875	0.41875	0.8375	-1.8627318674216515	0.013788284485633295	0.9685500314499685	0.3844996155003845	0.768999231000769	-1.8598981503148675
324	experimental_phase1	6.0	159	0.7375	0.6	1.0	-0.6356570136975828	0.13223797534979936	0.7352842647157353	0.5916214083785917	1.0	-0.6288741196439493
325	experimental_phase1	4.0	159	0.99375	0.16875	0.3375	-2.497705474412374	0.0027228583354732883	0.9937750062249938	0.15676984323015677	0.31353968646031355	-2.4991264572565575
326	experimental_phase1	4.0	159	nan	nan	nan	nan	nan	nan	nan	nan	nan
327	experimental_phase1	5.0	159	0.90625	0.28125	0.5625	-1.318010897303537	0.04275198042094989	0.9056740943259056	0.18221481778518223	0.36442963557036445	-1.314577870801527
328	experimental_phase1	4.0	159	0.96875	0.425	0.85	-1.8627318674216515	0.013788284485633295	0.9684940315059685	0.4152955847044153	0.8305911694088306	-1.8591072560299602
329	experimental_phase1	6.0	159	0.79375	0.55	1.0	-0.8195021075682538	0.10031626169996793	0.792934207065793	0.47803052196947804	0.9560610439389561	-0.8166445538383558
330	experimental_phase1	6.0	159	0.63125	0.6875	1.0	-0.3351658253080253	0.19979860887328224	0.6293273706726293	0.6726493273506726	1.0	-0.33007239812005496
